X,list_in_tag,date_in_tag,pos_in_tag,neg_in_tag
492,The Cat and the Coup,"15 Jun, 2011",690,52
113,The Cat and the Coup,"15 Jun, 2011",689,52
1664,The Cat and the Coup,"15 Jun, 2011",689,52
3987,The Cat and the Coup,"15 Jun, 2011",689,52
4234,The Cat and the Coup,"15 Jun, 2011",689,52
492,The Cat Lady,NA,NA,NA
21,The Cat Lady,NA,NA,NA
4182,The Cat Lady,NA,NA,NA
1756,The Cat Lady,NA,NA,NA
4166,The Cat Lady,NA,NA,NA
1667,The Cat Lady,NA,NA,NA
3871,The Cat Lady,NA,NA,NA
1742,The Cat Lady,NA,NA,NA
7208,The Cat Lady,NA,NA,NA
1698,The Cat Lady,NA,NA,NA
4345,The Cat Lady,NA,NA,NA
1721,The Cat Lady,NA,NA,NA
4342,The Cat Lady,NA,NA,NA
5611,The Cat Lady,NA,NA,NA
5984,The Cat Lady,NA,NA,NA
492,The Cat Machine,"12 Aug, 2015",84,4
9,The Cat Machine,"12 Aug, 2015",84,4
1664,The Cat Machine,"12 Aug, 2015",84,4
492,The Cat! Porfirio's Adventure,"4 Aug, 2016",16,2
19,The Cat! Porfirio's Adventure,"4 Aug, 2016",16,2
21,The Cat! Porfirio's Adventure,"4 Aug, 2016",16,2
5350,The Cat! Porfirio's Adventure,"4 Aug, 2016",16,2
4726,The Cat! Porfirio's Adventure,"4 Aug, 2016",16,2
492,The Cave,"23 Jan, 2013",NA,NA
21,The Cave,"23 Jan, 2013",NA,NA
597,The Cave,"23 Jan, 2013",NA,NA
4182,The Cave,"23 Jan, 2013",NA,NA
4166,The Cave,"23 Jan, 2013",NA,NA
1664,The Cave,"23 Jan, 2013",NA,NA
1685,The Cave,"23 Jan, 2013",NA,NA
3871,The Cave,"23 Jan, 2013",NA,NA
1625,The Cave,"23 Jan, 2013",NA,NA
4136,The Cave,"23 Jan, 2013",NA,NA
1719,The Cave,"23 Jan, 2013",NA,NA
7481,The Cave,"23 Jan, 2013",NA,NA
3841,The Cave,"23 Jan, 2013",NA,NA
7368,The Cave,"23 Jan, 2013",NA,NA
5923,The Cave,"23 Jan, 2013",NA,NA
492,The Challenge,"7 Oct, 2016",4,1
21,The Challenge,"7 Oct, 2016",4,1
10679,The Challenge,"7 Oct, 2016",4,1
19,The Chaos Engine,"29 Aug, 2013",164,96
1685,The Chaos Engine,"29 Aug, 2013",164,96
1774,The Chaos Engine,"29 Aug, 2013",164,96
1693,The Chaos Engine,"29 Aug, 2013",164,96
4004,The Chaos Engine,"29 Aug, 2013",164,96
4791,The Chaos Engine,"29 Aug, 2013",164,96
1777,The Chaos Engine,"29 Aug, 2013",164,96
492,The Charnel House Trilogy,"16 Apr, 2015",239,45
21,The Charnel House Trilogy,"16 Apr, 2015",239,45
4182,The Charnel House Trilogy,"16 Apr, 2015",239,45
1667,The Charnel House Trilogy,"16 Apr, 2015",239,45
7208,The Charnel House Trilogy,"16 Apr, 2015",239,45
3964,The Charnel House Trilogy,"16 Apr, 2015",239,45
1698,The Charnel House Trilogy,"16 Apr, 2015",239,45
1721,The Charnel House Trilogy,"16 Apr, 2015",239,45
5716,The Charnel House Trilogy,"16 Apr, 2015",239,45
4234,The Charnel House Trilogy,"16 Apr, 2015",239,45
6052,The Charnel House Trilogy,"16 Apr, 2015",239,45
492,The Chosen RPG,NA,384,173
19,The Chosen RPG,NA,384,173
21,The Chosen RPG,NA,386,174
9,The Chosen RPG,NA,386,174
597,The Chosen RPG,NA,386,174
122,The Chosen RPG,NA,386,174
599,The Chosen RPG,NA,386,174
4182,The Chosen RPG,NA,386,174
701,The Chosen RPG,NA,386,174
699,The Chosen RPG,NA,386,174
4085,The Chosen RPG,NA,386,174
6650,The Chosen RPG,NA,386,174
5577,The Chosen RPG,NA,386,174
5611,The Chosen RPG,NA,386,174
4434,The Chosen RPG,NA,386,174
597,The chronicles of Emerland. Solitaire.,"4 Oct, 2013",14,5
1666,The chronicles of Emerland. Solitaire.,"4 Oct, 2013",14,5
492,The Church in the Darkness ¢â,Early 2017,0,0
19,The Church in the Darkness ¢â,Early 2017,0,0
21,The Church in the Darkness ¢â,Early 2017,0,0
492,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
21,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
122,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
4085,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
7208,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
5577,The Clans - Saga of the Twins,"21 Apr, 2015",13,22
492,The Clockwork Man,"10 Aug, 2011",35,26
597,The Clockwork Man,"10 Aug, 2011",35,26
1664,The Clockwork Man,"10 Aug, 2011",35,26
1738,The Clockwork Man,"10 Aug, 2011",35,26
1777,The Clockwork Man,"10 Aug, 2011",35,26
492,The Clockwork Man: The Hidden World,"23 Sep, 2011",35,16
21,The Clockwork Man: The Hidden World,"23 Sep, 2011",35,16
597,The Clockwork Man: The Hidden World,"23 Sep, 2011",35,16
1698,The Clockwork Man: The Hidden World,"23 Sep, 2011",35,16
1738,The Clockwork Man: The Hidden World,"23 Sep, 2011",35,16
19,The Club¢â,"20 Feb, 2008",34,33
3814,The Club¢â,"20 Feb, 2008",34,33
492,The Cold War Era,"9 Sep, 2016",6,3
9,The Cold War Era,"9 Sep, 2016",6,3
599,The Cold War Era,"9 Sep, 2016",6,3
492,The Collider,"15 Sep, 2014",838,93
597,The Collider,"15 Sep, 2014",838,93
699,The Collider,"15 Sep, 2014",838,93
1773,The Collider,"15 Sep, 2014",838,93
1734,The Collider,"15 Sep, 2014",838,93
19,The Collider 2,"19 Apr, 2016",8,5
597,The Collider 2,"19 Apr, 2016",8,5
699,The Collider 2,"19 Apr, 2016",8,5
21978,The Collider 2,"19 Apr, 2016",8,5
492,The Coma: Cutting Class,NA,207,21
21,The Coma: Cutting Class,NA,207,21
1667,The Coma: Cutting Class,NA,207,21
4085,The Coma: Cutting Class,NA,207,21
3978,The Coma: Cutting Class,NA,207,21
492,The Concourse,"1 Jun, 2016",5,1
19,The Concourse,"1 Jun, 2016",5,1
701,The Concourse,"1 Jun, 2016",5,1
699,The Concourse,"1 Jun, 2016",5,1
492,The Construct,"12 Sep, 2016",4,1
19,The Construct,"12 Sep, 2016",4,1
21,The Construct,"12 Sep, 2016",4,1
492,The Consuming Shadow,"20 Nov, 2015",124,9
21,The Consuming Shadow,"20 Nov, 2015",124,9
4166,The Consuming Shadow,"20 Nov, 2015",124,9
1667,The Consuming Shadow,"20 Nov, 2015",124,9
3871,The Consuming Shadow,"20 Nov, 2015",124,9
1716,The Consuming Shadow,"20 Nov, 2015",124,9
3978,The Consuming Shadow,"20 Nov, 2015",124,9
3959,The Consuming Shadow,"20 Nov, 2015",124,9
7432,The Consuming Shadow,"20 Nov, 2015",124,9
492,The Contact,NA,2,5
19,The Contact,NA,2,5
122,The Contact,NA,2,5
599,The Contact,NA,2,5
492,The Cooking Game,"21 Oct, 2016",61,5
597,The Cooking Game,"21 Oct, 2016",61,5
599,The Cooking Game,"21 Oct, 2016",61,5
492,The Corporate Machine,"14 Jul, 2001",17,9
9,The Corporate Machine,"14 Jul, 2001",17,9
599,The Corporate Machine,"14 Jul, 2001",17,9
4182,The Corporate Machine,"14 Jul, 2001",17,9
3859,The Corporate Machine,"14 Jul, 2001",17,9
1676,The Corporate Machine,"14 Jul, 2001",17,9
12472,The Corporate Machine,"14 Jul, 2001",17,9
3878,The Corporate Machine,"14 Jul, 2001",17,9
4695,The Corporate Machine,"14 Jul, 2001",17,9
4202,The Corporate Machine,"14 Jul, 2001",17,9
492,The Cosmos is MINE!,"24 Apr, 2015",5,2
9,The Cosmos is MINE!,"24 Apr, 2015",5,2
3859,The Cosmos is MINE!,"24 Apr, 2015",5,2
3942,The Cosmos is MINE!,"24 Apr, 2015",5,2
1676,The Cosmos is MINE!,"24 Apr, 2015",5,2
4161,The Cosmos is MINE!,"24 Apr, 2015",5,2
492,The Count Lucanor,"3 Mar, 2016",158,10
21,The Count Lucanor,"3 Mar, 2016",158,10
122,The Count Lucanor,"3 Mar, 2016",158,10
1667,The Count Lucanor,"3 Mar, 2016",158,10
1684,The Count Lucanor,"3 Mar, 2016",158,10
4085,The Count Lucanor,"3 Mar, 2016",158,10
3964,The Count Lucanor,"3 Mar, 2016",158,10
1687,The Count Lucanor,"3 Mar, 2016",158,10
3978,The Count Lucanor,"3 Mar, 2016",158,10
5716,The Count Lucanor,"3 Mar, 2016",158,10
4106,The Count Lucanor,"3 Mar, 2016",158,10
4791,The Count Lucanor,"3 Mar, 2016",158,10
1710,The Count Lucanor,"3 Mar, 2016",158,10
597,The Count of Monster Disco,"24 Oct, 2014",3,0
599,The Count of Monster Disco,"24 Oct, 2014",3,0
4182,The Count of Monster Disco,"24 Oct, 2014",3,0
4166,The Count of Monster Disco,"24 Oct, 2014",3,0
1695,The Count of Monster Disco,"24 Oct, 2014",3,0
3810,The Count of Monster Disco,"24 Oct, 2014",3,0
5350,The Count of Monster Disco,"24 Oct, 2014",3,0
4175,The Count of Monster Disco,"24 Oct, 2014",3,0
1643,The Count of Monster Disco,"24 Oct, 2014",3,0
1669,The Count of Monster Disco,"24 Oct, 2014",3,0
1654,The Count of Monster Disco,"24 Oct, 2014",3,0
1644,The Count of Monster Disco,"24 Oct, 2014",3,0
1616,The Count of Monster Disco,"24 Oct, 2014",3,0
8075,The Count of Monster Disco,"24 Oct, 2014",3,0
8122,The Count of Monster Disco,"24 Oct, 2014",3,0
492,The Counting Kingdom,"5 Aug, 2014",74,3
9,The Counting Kingdom,"5 Aug, 2014",74,3
597,The Counting Kingdom,"5 Aug, 2014",74,3
5350,The Counting Kingdom,"5 Aug, 2014",74,3
1036,The Counting Kingdom,"5 Aug, 2014",74,3
4726,The Counting Kingdom,"5 Aug, 2014",74,3
19,The Cows Are Watching,NA,0,0
19,The Crew¢â,"1 Dec, 2014",NA,NA
599,The Crew¢â,"1 Dec, 2014",NA,NA
4182,The Crew¢â,"1 Dec, 2014",NA,NA
128,The Crew¢â,"1 Dec, 2014",NA,NA
3859,The Crew¢â,"1 Dec, 2014",NA,NA
699,The Crew¢â,"1 Dec, 2014",NA,NA
4166,The Crew¢â,"1 Dec, 2014",NA,NA
1695,The Crew¢â,"1 Dec, 2014",NA,NA
1685,The Crew¢â,"1 Dec, 2014",NA,NA
3839,The Crew¢â,"1 Dec, 2014",NA,NA
1773,The Crew¢â,"1 Dec, 2014",NA,NA
3843,The Crew¢â,"1 Dec, 2014",NA,NA
1644,The Crew¢â,"1 Dec, 2014",NA,NA
13190,The Crew¢â,"1 Dec, 2014",NA,NA
7622,The Crew¢â,"1 Dec, 2014",NA,NA
492,The Crystal Nebula,"26 Jul, 2016",11,0
19,The Crystal Nebula,"26 Jul, 2016",11,0
21978,The Crystal Nebula,"26 Jul, 2016",12,0
492,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
21,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
597,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
122,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
1664,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
1667,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
4085,The Cube Hotel£¨Ning's Wing 2£©,"23 Sep, 2016",2,3
492,The Cubicle.,"5 Apr, 2016",297,33
19,The Cubicle.,"5 Apr, 2016",297,33
21,The Cubicle.,"5 Apr, 2016",298,33
597,The Cubicle.,"5 Apr, 2016",298,33
599,The Cubicle.,"5 Apr, 2016",298,33
113,The Cubicle.,"5 Apr, 2016",298,33
1667,The Cubicle.,"5 Apr, 2016",298,33
21978,The Cubicle.,"5 Apr, 2016",298,33
492,The Culling,"4 Mar, 2016",NA,NA
19,The Culling,"4 Mar, 2016",NA,NA
9,The Culling,"4 Mar, 2016",NA,NA
3859,The Culling,"4 Mar, 2016",NA,NA
4166,The Culling,"4 Mar, 2016",NA,NA
1695,The Culling,"4 Mar, 2016",NA,NA
1685,The Culling,"4 Mar, 2016",NA,NA
1663,The Culling,"4 Mar, 2016",NA,NA
3839,The Culling,"4 Mar, 2016",NA,NA
1662,The Culling,"4 Mar, 2016",NA,NA
4345,The Culling,"4 Mar, 2016",NA,NA
1702,The Culling,"4 Mar, 2016",NA,NA
1775,The Culling,"4 Mar, 2016",NA,NA
4667,The Culling,"4 Mar, 2016",NA,NA
5228,The Culling,"4 Mar, 2016",NA,NA
492,The Culling Of The Cows,NA,NA,NA
19,The Culling Of The Cows,NA,NA,NA
9,The Culling Of The Cows,NA,NA,NA
597,The Culling Of The Cows,NA,NA,NA
3871,The Culling Of The Cows,NA,NA,NA
1774,The Culling Of The Cows,NA,NA,NA
1659,The Culling Of The Cows,NA,NA,NA
4345,The Culling Of The Cows,NA,NA,NA
1645,The Culling Of The Cows,NA,NA,NA
3798,The Culling Of The Cows,NA,NA,NA
4667,The Culling Of The Cows,NA,NA,NA
492,The Curious Expedition,"19 May, 2015",526,72
21,The Curious Expedition,"19 May, 2015",534,66
9,The Curious Expedition,"19 May, 2015",534,66
122,The Curious Expedition,"19 May, 2015",534,66
599,The Curious Expedition,"19 May, 2015",534,66
4182,The Curious Expedition,"19 May, 2015",534,66
3964,The Curious Expedition,"19 May, 2015",534,66
1662,The Curious Expedition,"19 May, 2015",534,66
4004,The Curious Expedition,"19 May, 2015",534,66
3834,The Curious Expedition,"19 May, 2015",534,66
1716,The Curious Expedition,"19 May, 2015",534,66
5160,The Curious Expedition,"19 May, 2015",534,66
492,The Curse of Nordic Cove,"23 Apr, 2015",12,13
19,The Curse of Nordic Cove,"23 Apr, 2015",12,13
21,The Curse of Nordic Cove,"23 Apr, 2015",12,13
597,The Curse of the Werewolves,"1 Sep, 2014",12,4
1664,The Curse of the Werewolves,"1 Sep, 2014",12,4
1698,The Curse of the Werewolves,"1 Sep, 2014",12,4
1738,The Curse of the Werewolves,"1 Sep, 2014",12,4
17015,The Curse of the Werewolves,"1 Sep, 2014",12,4
492,The Cursed Forest,NA,86,8
21,The Cursed Forest,NA,86,8
4166,The Cursed Forest,NA,86,8
1667,The Cursed Forest,NA,86,8
3834,The Cursed Forest,NA,86,8
4667,The Cursed Forest,NA,86,8
492,The Daring Mermaid Expedition,"12 Feb, 2016",9,6
122,The Daring Mermaid Expedition,"12 Feb, 2016",9,6
4486,The Daring Mermaid Expedition,"12 Feb, 2016",9,6
492,The Dark Eye: Chains of Satinav,"22 Jun, 2012",776,116
21,The Dark Eye: Chains of Satinav,"22 Jun, 2012",777,116
4182,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
1664,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
1684,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
1742,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
1698,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
4604,The Dark Eye: Chains of Satinav,"22 Jun, 2012",778,116
492,The Dark Legions,"1 Apr, 2004",15,5
9,The Dark Legions,"1 Apr, 2004",15,5
1676,The Dark Legions,"1 Apr, 2004",15,5
4172,The Dark Legions,"1 Apr, 2004",15,5
492,The Dark Stone from Mebara,"27 Feb, 2015",5,3
21,The Dark Stone from Mebara,"27 Feb, 2015",5,3
122,The Dark Stone from Mebara,"27 Feb, 2015",5,3
5577,The Dark Stone from Mebara,"27 Feb, 2015",5,3
7432,The Dark Stone from Mebara,"27 Feb, 2015",5,3
492,The Dark Within,Coming Soon!,0,0
19,The Dark Within,Coming Soon!,0,0
21,The Dark Within,Coming Soon!,0,0
597,The Dark Within,Coming Soon!,0,0
19,The Darkness II,NA,NA,NA
4182,The Darkness II,NA,NA,NA
3859,The Darkness II,NA,NA,NA
4166,The Darkness II,NA,NA,NA
1667,The Darkness II,NA,NA,NA
1685,The Darkness II,NA,NA,NA
1774,The Darkness II,NA,NA,NA
1742,The Darkness II,NA,NA,NA
1663,The Darkness II,NA,NA,NA
3839,The Darkness II,NA,NA,NA
4345,The Darkness II,NA,NA,NA
4342,The Darkness II,NA,NA,NA
4234,The Darkness II,NA,NA,NA
4667,The Darkness II,NA,NA,NA
6971,The Darkness II,NA,NA,NA
492,The Darkside Detective,Q1 2017,0,0
21,The Darkside Detective,Q1 2017,0,0
597,The Darkside Detective,Q1 2017,0,0
492,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
19,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
21,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
4182,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
3942,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
4136,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
1719,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
5752,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
1673,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
5160,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
1651,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
9592,The Deadly Tower of Monsters,"19 Jan, 2016",451,50
492,The Deed,"23 Nov, 2015",739,56
21,The Deed,"23 Nov, 2015",739,56
597,The Deed,"23 Nov, 2015",739,56
122,The Deed,"23 Nov, 2015",739,56
599,The Deed,"23 Nov, 2015",739,56
4182,The Deed,"23 Nov, 2015",739,56
4166,The Deed,"23 Nov, 2015",739,56
1742,The Deed,"23 Nov, 2015",739,56
1719,The Deed,"23 Nov, 2015",739,56
5716,The Deed,"23 Nov, 2015",740,56
5577,The Deed,"23 Nov, 2015",740,56
4234,The Deed,"23 Nov, 2015",740,56
6378,The Deed,"23 Nov, 2015",740,56
6426,The Deed,"23 Nov, 2015",740,56
5613,The Deed,"23 Nov, 2015",740,56
492,The Deed: Dynasty,"10 May, 2016",77,7
21,The Deed: Dynasty,"10 May, 2016",77,7
122,The Deed: Dynasty,"10 May, 2016",77,7
4166,The Deed: Dynasty,"10 May, 2016",77,7
1664,The Deed: Dynasty,"10 May, 2016",77,7
1742,The Deed: Dynasty,"10 May, 2016",77,7
5350,The Deed: Dynasty,"10 May, 2016",77,7
3987,The Deed: Dynasty,"10 May, 2016",77,7
5716,The Deed: Dynasty,"10 May, 2016",77,7
5577,The Deed: Dynasty,"10 May, 2016",77,7
6378,The Deed: Dynasty,"10 May, 2016",77,7
6426,The Deed: Dynasty,"10 May, 2016",77,7
1710,The Deed: Dynasty,"10 May, 2016",77,7
5613,The Deed: Dynasty,"10 May, 2016",77,7
12095,The Deed: Dynasty,"10 May, 2016",77,7
122,The Deep Paths: Labyrinth Of Andokost,"26 Oct, 2016",30,7
1720,The Deep Paths: Labyrinth Of Andokost,"26 Oct, 2016",30,7
492,The Deer,"2 Dec, 2015",306,108
21,The Deer,"2 Dec, 2015",307,108
5350,The Deer,"2 Dec, 2015",307,108
1036,The Deer,"2 Dec, 2015",307,108
4234,The Deer,"2 Dec, 2015",307,108
492,The Deer God,"27 Feb, 2015",173,93
21,The Deer God,"27 Feb, 2015",173,93
3871,The Deer God,"27 Feb, 2015",173,93
1625,The Deer God,"27 Feb, 2015",173,93
3964,The Deer God,"27 Feb, 2015",173,93
19,The Defenders: The Second Wave,"30 Mar, 2015",26,12
9,The Defenders: The Second Wave,"30 Mar, 2015",26,12
492,The Deletion,"30 Jul, 2015",66,19
19,The Deletion,"30 Jul, 2015",66,19
597,The Deletion,"30 Jul, 2015",66,19
3871,The Deletion,"30 Jul, 2015",66,19
1625,The Deletion,"30 Jul, 2015",66,19
5537,The Deletion,"30 Jul, 2015",66,19
4094,The Deletion,"30 Jul, 2015",66,19
492,The Depths of Tolagal,"7 Nov, 2014",14,3
9,The Depths of Tolagal,"7 Nov, 2014",14,3
122,The Depths of Tolagal,"7 Nov, 2014",14,3
1716,The Depths of Tolagal,"7 Nov, 2014",14,3
492,The Descendant,"24 Mar, 2016",69,24
21,The Descendant,"24 Mar, 2016",69,24
597,The Descendant,"24 Mar, 2016",69,24
3942,The Descendant,"24 Mar, 2016",69,24
1742,The Descendant,"24 Mar, 2016",69,24
1698,The Descendant,"24 Mar, 2016",69,24
3835,The Descendant,"24 Mar, 2016",69,24
6426,The Descendant,"24 Mar, 2016",69,24
4242,The Descendant,"24 Mar, 2016",69,24
4598,The Descendant,"24 Mar, 2016",69,24
492,The Desolate Hope,"5 May, 2014",542,41
19,The Desolate Hope,"5 May, 2014",542,41
21,The Desolate Hope,"5 May, 2014",542,41
122,The Desolate Hope,"5 May, 2014",542,41
113,The Desolate Hope,"5 May, 2014",542,41
4182,The Desolate Hope,"5 May, 2014",542,41
1756,The Desolate Hope,"5 May, 2014",542,41
4166,The Desolate Hope,"5 May, 2014",542,41
1667,The Desolate Hope,"5 May, 2014",542,41
3942,The Desolate Hope,"5 May, 2014",542,41
3871,The Desolate Hope,"5 May, 2014",542,41
1625,The Desolate Hope,"5 May, 2014",542,41
5752,The Desolate Hope,"5 May, 2014",542,41
1710,The Desolate Hope,"5 May, 2014",542,41
492,The Detail,NA,263,88
21,The Detail,NA,263,88
1756,The Detail,NA,263,88
4166,The Detail,NA,263,88
3871,The Detail,NA,263,88
1742,The Detail,NA,263,88
1698,The Detail,NA,263,88
5611,The Detail,NA,263,88
6378,The Detail,NA,263,88
5613,The Detail,NA,263,88
4242,The Detail,NA,263,88
6052,The Detail,NA,263,88
1751,The Detail,NA,263,88
21,The Dig¢ç,"1 Nov, 1995",391,25
4182,The Dig¢ç,"1 Nov, 1995",391,25
1756,The Dig¢ç,"1 Nov, 1995",391,25
4166,The Dig¢ç,"1 Nov, 1995",391,25
3942,The Dig¢ç,"1 Nov, 1995",391,25
1742,The Dig¢ç,"1 Nov, 1995",391,25
3964,The Dig¢ç,"1 Nov, 1995",391,25
1693,The Dig¢ç,"1 Nov, 1995",391,25
1698,The Dig¢ç,"1 Nov, 1995",391,25
1697,The Dig¢ç,"1 Nov, 1995",391,25
1755,The Dig¢ç,"1 Nov, 1995",391,25
6691,The Dig¢ç,"1 Nov, 1995",391,25
492,The District,"23 Aug, 2017",NA,NA
19,The District,"23 Aug, 2017",NA,NA
21,The District,"23 Aug, 2017",NA,NA
1695,The District,"23 Aug, 2017",NA,NA
1662,The District,"23 Aug, 2017",NA,NA
21,The Divergent Series: Allegiant VR,"17 Mar, 2016",51,28
597,The Divergent Series: Allegiant VR,"17 Mar, 2016",51,28
113,The Divergent Series: Allegiant VR,"17 Mar, 2016",51,28
21978,The Divergent Series: Allegiant VR,"17 Mar, 2016",51,28
122,The Divine Paradox,"26 Sep, 2016",0,1
5577,The Divine Paradox,"26 Sep, 2016",0,1
492,The Dolls: Reborn,"25 May, 2016",48,36
599,The Dolls: Reborn,"25 May, 2016",48,36
1667,The Dolls: Reborn,"25 May, 2016",48,36
21,The Dope Game,NA,86,20
597,The Dope Game,NA,86,20
599,The Dope Game,NA,86,20
492,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
21,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
597,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
4182,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1756,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
4166,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1664,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1667,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1742,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1698,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
3834,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
4342,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
5611,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
1710,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
4242,The Dream Machine: Chapter 1 & 2,"11 May, 2012",491,37
21,The Dreamatorium of Dr. Magnus 2,"9 Sep, 2015",30,7
597,The Dreamatorium of Dr. Magnus 2,"9 Sep, 2015",30,7
1664,The Dreamatorium of Dr. Magnus 2,"9 Sep, 2015",30,7
1738,The Dreamatorium of Dr. Magnus 2,"9 Sep, 2015",30,7
492,The Dungeoning,"24 Apr, 2014",50,21
19,The Dungeoning,"24 Apr, 2014",50,21
122,The Dungeoning,"24 Apr, 2014",50,21
1625,The Dungeoning,"24 Apr, 2014",50,21
1716,The Dungeoning,"24 Apr, 2014",50,21
3959,The Dungeoning,"24 Apr, 2014",50,21
492,The Dungeons of Castle Madness,NA,4,3
19,The Dungeons of Castle Madness,NA,4,3
21,The Dungeons of Castle Madness,NA,4,3
122,The Dungeons of Castle Madness,NA,4,3
4182,The Dungeons of Castle Madness,NA,4,3
1684,The Dungeons of Castle Madness,NA,4,3
7208,The Dungeons of Castle Madness,NA,4,3
4026,The Dungeons of Castle Madness,NA,4,3
4345,The Dungeons of Castle Madness,NA,4,3
4231,The Dungeons of Castle Madness,NA,4,3
1646,The Dungeons of Castle Madness,NA,4,3
4791,The Dungeons of Castle Madness,NA,4,3
1720,The Dungeons of Castle Madness,NA,4,3
7569,The Dungeons of Castle Madness,NA,4,3
17015,The Dungeons of Castle Madness,NA,4,3
492,The Dwarf Run,"21 Oct, 2015",45,11
21,The Dwarf Run,"21 Oct, 2015",45,11
122,The Dwarf Run,"21 Oct, 2015",45,11
1742,The Dwarf Run,"21 Oct, 2015",45,11
1677,The Dwarf Run,"21 Oct, 2015",45,11
4325,The Dwarf Run,"21 Oct, 2015",45,11
122,The Dwarves,"1 Dec, 2016",17,1
1684,The Dwarves,"1 Dec, 2016",26,3
5153,The Dwarves,"1 Dec, 2016",42,8
7107,The Dwarves,"1 Dec, 2016",43,8
21725,The Dwarves,"1 Dec, 2016",44,8
492,The Dweller,"19 May, 2016",51,1
9,The Dweller,"19 May, 2016",51,1
597,The Dweller,"19 May, 2016",51,1
599,The Dweller,"19 May, 2016",51,1
1664,The Dweller,"19 May, 2016",51,1
492,The East New World,"26 Apr, 2016",15,15
19,The East New World,"26 Apr, 2016",15,15
21,The East New World,"26 Apr, 2016",15,15
122,The East New World,"26 Apr, 2016",15,15
492,The Edgelands,Coming Soon,0,0
21,The Edgelands,Coming Soon,0,0
21,The Egyptian Prophecy: The Fate of Ramses,"29 Mar, 2004",36,23
7208,The Egyptian Prophecy: The Fate of Ramses,"29 Mar, 2004",36,23
1698,The Egyptian Prophecy: The Fate of Ramses,"29 Mar, 2004",36,23
492,The Eigengrau Menagerie,"4 Jun, 2015",9,3
19,The Eigengrau Menagerie,"4 Jun, 2015",9,3
21,The Eigengrau Menagerie,"4 Jun, 2015",9,3
21,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
122,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
4182,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
1756,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
4166,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
1695,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
1684,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
3839,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
3810,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
1693,The Elder Scrolls III: Morrowind¢ç Game of the Year Edition,"29 Apr, 2002",NA,NA
